Income,Gender,Age,Age Range,Political Affiliation ,Do you approve or disapprove of how Donald Trump is handling his job as president?,What is your highest level of education?,Q6OTH1,What is your race?,Q5OTH1,"From what you have heard or seen, do you mostly agree or mostly disagree with the beliefs of White Nationalists?","If you had to guess, what percentage of Republicans would say that they mostly agree with the beliefs of White Nationalists?",q8x,Would you say that you love America?,"If you had to guess, what percentage of Democrats would say that they love America?",q10x,Do you think that government policies should help those who are poor and struggling in America?,"If you had to guess, what percentage of Republicans would say yes to that question?",Do you think that most white people in America are racist?,"If you had to guess, what percentage of Democrats would say yes to that question?",Have you lost any friendships or other relationships as a result of the 2016 presidential election?,Do you think it is likely or unlikely that there will be a Civil War in the United States within the next decade?,Have you ever gone hunting?,Have you ever eaten a kale salad?,"If Dwayne ""The Rock"" Johnson ran for president as a candidate for your political party, would you vote for him?","Who would you prefer as president of the United States, Darth Vader or Donald Trump?"
,Male,50,45-54,Strong Republican,Approve,Some college,,Other,Native American,Disagree,0,,Yes,50,,Yes,100,No,100,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,28,25-34,Independent,Approve,Some college,,White,,Agree,96,,Yes,48,,Yes,100,No,38,No,Unlikely,No,No,No,Donald Trump
,Male,35,35-44,Independent,Disapprove,College degree,,White,,Disagree,,DK/REF,Yes,100,,Yes,100,No,0,No,Unlikely,No,No,No,Donald Trump
,Female,73,65+,Independent,Disapprove,Some college,,White,,Disagree,50,,Yes,100,,Yes,20,No,5,Yes,Unlikely,No,Yes,No,Darth Vader
,Female,27,25-34,Independent,DK/REF,College degree,,White,,DK/REF,5,,Yes,,DK/REF,Yes,,No,50,No,DK/REF,No,Yes,No,DK/REF
,Female,30,25-34,DK/REF,DK/REF,College degree,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,DK/REF,,No,DK/REF,No,No,DK/REF,DK/REF
,Male,56,55-64,Not Strong Republican,Disapprove,Some college,,White,,Disagree,,DK/REF,Yes,30,,Yes,30,No,30,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,22,18-24,Not Strong Democrat,Disapprove,College degree,,Latino,,Disagree,70,,Yes,100,,Yes,50,No,60,No,Likely,No,No,Yes,Donald Trump
,Male,70,65+,Strong Democrat,Disapprove,Graduate degree,,DK/REF,,Disagree,,DK/REF,Yes,100,,Yes,,No,,No,Unlikely,Yes,Yes,DK/REF,DK/REF
,Male,20,18-24,Independent,Disapprove,College degree,,Latino,,Disagree,,DK/REF,Yes,70,,Yes,50,No,80,Yes,Likely,No,Yes,Yes,Donald Trump
,Male,72,65+,Strong Democrat,DK/REF,High school,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,DK/REF,,No,Unlikely,No,No,Yes,Darth Vader
,Male,24,18-24,Strong Democrat,Disapprove,Some college,,White,,Disagree,20,,Yes,70,,Yes,50,No,30,Yes,Unlikely,No,Yes,No,Darth Vader
,Female,47,45-54,Not Strong Republican,Approve,Graduate degree,,White,,DK/REF,10,,Yes,70,,Yes,70,No,50,No,Unlikely,No,Yes,No,Donald Trump
,Male,18,18-24,Independent,Disapprove,High school,,White,,Disagree,4,,Yes,98,,Yes,75,No,2,Yes,Likely,No,No,Yes,Darth Vader
,Female,22,18-24,Not Strong Democrat,Disapprove,High school,,Latino,,Disagree,50,,Yes,65,,Yes,35,No,20,No,Unlikely,Yes,No,No,Donald Trump
,Male,58,55-64,Strong Democrat,Disapprove,College degree,,White,,Disagree,40,,Yes,70,,Yes,70,No,10,No,Unlikely,No,Yes,Yes,DK/REF
,Male,70,65+,Independent,Disapprove,College degree,,DK/REF,,Disagree,,DK/REF,Yes,95,,Yes,90,No,,No,Unlikely,Yes,Yes,DK/REF,DK/REF
,Male,50,45-54,Independent,DK/REF,Some college,,Asian,,Disagree,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Unlikely,No,No,DK/REF,DK/REF
,Female,45,45-54,Independent,Approve,Some college,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,No,20,No,Unlikely,Yes,Yes,Yes,Donald Trump
,Female,40,35-44,Independent,Disapprove,High school,,White,,Agree,40,,Yes,40,,Yes,25,No,60,No,Likely,No,No,Yes,Darth Vader
,Male,43,35-44,Independent,DK/REF,College degree,,Black,,DK/REF,,DK/REF,Yes,,DK/REF,DK/REF,,No,,No,DK/REF,No,No,Yes,DK/REF
,Female,20,18-24,Not Strong Democrat,Disapprove,Some college,,Latino,,Disagree,75,,Yes,38,,Yes,28,Yes,50,Yes,Likely,No,No,Yes,Darth Vader
,Male,46,45-54,Independent,Disapprove,Graduate degree,,White,,Disagree,,DK/REF,Yes,90,,Yes,50,No,50,No,Unlikely,Yes,Yes,DK/REF,DK/REF
,Male,18,18-24,Strong Democrat,Disapprove,High school,,Latino,,Disagree,5,,Yes,99,,Yes,50,No,0,No,DK/REF,No,Yes,DK/REF,Darth Vader
,Male,25,25-34,Independent,Disapprove,Graduate degree,,White,,Disagree,50,,No,50,,Yes,50,Yes,50,Yes,Unlikely,Yes,Yes,No,Darth Vader
,Female,59,55-64,Independent,Approve,Graduate degree,,White,,Disagree,,DK/REF,Yes,80,,Yes,80,No,,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Female,58,55-64,Not Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,10,,Yes,99,,Yes,20,Yes,40,No,Likely,No,Yes,No,Darth Vader
,Female,20,18-24,Not Strong Democrat,Approve,Some college,,Latino,,Disagree,20,,Yes,60,,Yes,5,No,60,Yes,Likely,No,Yes,DK/REF,DK/REF
,Female,29,25-34,DK/REF,Disapprove,Graduate degree,,White,,Disagree,15,,No,92,,Yes,25,No,50,No,Unlikely,No,No,No,Donald Trump
,Female,32,25-34,Not Strong Democrat,Disapprove,Some college,,Asian,,Disagree,5,,Yes,95,,Yes,65,No,35,Yes,Unlikely,No,Yes,No,Donald Trump
,Male,53,45-54,DK/REF,DK/REF,Graduate degree,,Other,Middle East,DK/REF,,DK/REF,Yes,100,,Yes,100,No,100,No,Unlikely,DK/REF,No,DK/REF,Donald Trump
,Male,35,35-44,Independent,Approve,High school,,Latino,,Agree,50,,Yes,100,,Yes,30,Yes,0,No,Unlikely,No,No,No,Donald Trump
,Female,25,25-34,Not Strong Republican,Approve,Some college,,White,,Disagree,50,,Yes,100,,Yes,70,No,10,No,Unlikely,No,No,No,Donald Trump
,Female,25,25-34,Strong Democrat,Disapprove,College degree,,White,,Disagree,10,,Yes,95,,Yes,10,No,5,No,Unlikely,No,No,Yes,Darth Vader
,Male,38,35-44,Strong Democrat,Disapprove,Graduate degree,,Black,,Disagree,,DK/REF,Yes,90,,Yes,50,No,70,No,Unlikely,No,Yes,DK/REF,DK/REF
,Male,68,65+,Strong Democrat,Disapprove,High school,,White,,Agree,,DK/REF,Yes,100,,Yes,70,No,80,No,Likely,Yes,No,No,Darth Vader
,Female,26,25-34,Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,35,,Yes,75,,Yes,38,DK/REF,40,No,Unlikely,No,Yes,No,Darth Vader
,Female,37,35-44,Independent,Disapprove,Some college,,Asian,,Agree,,DK/REF,Yes,80,,Yes,80,No,80,No,Unlikely,No,Yes,No,Darth Vader
,Male,57,55-64,DK/REF,Disapprove,College degree,,White,,DK/REF,,DK/REF,Yes,70,,Yes,80,No,,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,38,35-44,Independent,Disapprove,Graduate degree,,White,,Disagree,15,,Yes,100,,Yes,50,No,10,No,Unlikely,No,Yes,No,DK/REF
,Male,23,18-24,Independent,Disapprove,High school,,White,,Disagree,30,,No,50,,Yes,75,DK/REF,30,Yes,Unlikely,No,Yes,DK/REF,Donald Trump
,Male,54,45-54,Independent,DK/REF,High school,,Latino,,Disagree,,DK/REF,Yes,,DK/REF,No,,DK/REF,,No,DK/REF,No,Yes,Yes,DK/REF
,Female,35,35-44,Independent,Disapprove,Graduate degree,,White,,Disagree,5,,Yes,80,,Yes,50,No,25,No,Unlikely,No,Yes,No,Darth Vader
,Male,73,65+,Strong Republican,Approve,High school,,White,,Disagree,,DK/REF,Yes,100,,Yes,100,No,,No,Unlikely,No,Yes,No,Donald Trump
,Male,20,18-24,Independent,Disapprove,Some college,,Latino,,Disagree,5,,Yes,80,,Yes,50,No,25,No,Unlikely,No,Yes,Yes,Darth Vader
,Male,63,55-64,Independent,Disapprove,High school,,Latino,,Agree,50,,Yes,80,,Yes,50,Yes,50,No,Likely,Yes,Yes,Yes,Darth Vader
,Female,55,55-64,Independent,Disapprove,High school,,Asian,,Agree,,DK/REF,Yes,50,,No,40,No,50,No,Likely,No,No,DK/REF,DK/REF
,Male,46,45-54,Not Strong Democrat,Disapprove,College degree,,White,,Disagree,70,,Yes,100,,Yes,80,Yes,50,Yes,Unlikely,Yes,No,No,Donald Trump
,Other,32,25-34,Not Strong Democrat,Disapprove,Graduate degree,,Black,,Disagree,92,,Yes,90,,Yes,12,DK/REF,65,Yes,Likely,No,No,Yes,Darth Vader
93000,Male,18,18-24,Independent,Disapprove,High school,,Latino,,Disagree,46,,Yes,64,,Yes,84,Yes,84,No,Likely,No,Yes,Yes,Darth Vader
34000,Female,35,35-44,Strong Democrat,Disapprove,Some college,,Black,,Disagree,5,,Yes,100,,Yes,50,No,60,No,Likely,No,No,Yes,Darth Vader
,Male,45,45-54,Not Strong Democrat,Disapprove,College degree,,White,,Disagree,20,,Yes,100,,Yes,80,No,,No,Unlikely,No,Yes,DK/REF,Darth Vader
,Male,30,25-34,Not Strong Republican,Approve,Graduate degree,,White,,Disagree,10,,Yes,80,,Yes,90,No,90,No,Unlikely,No,Yes,No,Donald Trump
,Male,19,18-24,DK/REF,Disapprove,Some college,,Black,,Disagree,0,,No,0,,Yes,0,Yes,0,No,Likely,No,No,No,DK/REF
,Female,20,18-24,Independent,Approve,Some college,,White,,Agree,60,,Yes,100,,No,10,Yes,100,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,43,35-44,Independent,Disapprove,Some college,,Other,Native American,Disagree,95,,Yes,90,,Yes,20,No,40,Yes,Unlikely,Yes,Yes,No,Darth Vader
,Female,61,55-64,Not Strong Republican,Approve,College degree,,White,,Disagree,10,,Yes,95,,Yes,95,No,5,No,Unlikely,Yes,Yes,Yes,Donald Trump
,Male,26,25-34,DK/REF,DK/REF,College degree,,Asian,,DK/REF,30,,Yes,60,,Yes,35,No,20,No,Unlikely,Yes,Yes,No,Darth Vader
,Male,67,65+,Strong Republican,Approve,Some college,,White,,Disagree,5,,Yes,40,,No,70,No,60,No,Unlikely,Yes,No,No,Donald Trump
,Female,21,18-24,Not Strong Democrat,Disapprove,Some college,,White,,Disagree,70,,Yes,70,,Yes,80,Yes,40,Yes,Unlikely,No,Yes,Yes,Darth Vader
,Male,73,65+,Strong Republican,Disapprove,Graduate degree,,White,,Disagree,25,,Yes,50,,Yes,50,No,75,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,62,55-64,Strong Democrat,Disapprove,College degree,,Black,,Disagree,80,,Yes,100,,Yes,10,No,10,Yes,Likely,No,Yes,DK/REF,DK/REF
,Male,56,55-64,Not Strong Democrat,Disapprove,High school,,Black,,Disagree,0,,No,65,,Yes,0,Yes,100,No,Likely,No,No,Yes,Darth Vader
,Female,37,35-44,Not Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,50,,Yes,60,,Yes,40,Yes,65,No,Unlikely,No,Yes,No,Donald Trump
,Female,34,25-34,Not Strong Republican,DK/REF,Graduate degree,,White,,Disagree,22,,Yes,90,,Yes,60,No,60,No,Likely,Yes,Yes,Yes,Donald Trump
,Female,34,25-34,Not Strong Republican,Approve,College degree,,Asian,,Disagree,20,,Yes,30,,Yes,60,No,50,No,Unlikely,No,No,No,Donald Trump
,Male,18,18-24,Strong Democrat,Disapprove,Some college,,Asian,,Disagree,30,,Yes,90,,Yes,90,No,1,No,Unlikely,No,No,No,Darth Vader
,Female,51,45-54,Strong Democrat,Disapprove,Some college,,Black,,Disagree,60,,Yes,80,,Yes,20,No,20,No,Likely,No,Yes,Yes,Darth Vader
,Female,39,35-44,DK/REF,Disapprove,College degree,,Latino,,Disagree,50,,Yes,50,,Yes,,No,,No,DK/REF,No,Yes,No,Darth Vader
,Female,38,35-44,Strong Republican,Approve,High school,,White,,Disagree,2,,Yes,90,,Yes,,No,75,No,Likely,No,Yes,Yes,Donald Trump
,Female,57,55-64,Strong Democrat,Disapprove,Some college,,Other,Native American,Disagree,75,,Yes,80,,Yes,30,No,85,No,Unlikely,No,Yes,No,Darth Vader
,Male,39,35-44,Not Strong Republican,Approve,Some college,,DK/REF,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Unlikely,Yes,No,DK/REF,Donald Trump
,Male,99,65+,Independent,Approve,Graduate degree,,Latino,,DK/REF,0,,Yes,90,,Yes,80,No,90,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Female,71,65+,DK/REF,DK/REF,High school,,White,,DK/REF,,DK/REF,Yes,,DK/REF,DK/REF,,DK/REF,,No,DK/REF,No,No,DK/REF,DK/REF
,Male,26,25-34,Not Strong Republican,Approve,Some college,,White,,Disagree,40,,Yes,90,,Yes,30,No,30,No,Unlikely,No,Yes,No,Donald Trump
,Female,25,25-34,Independent,Disapprove,High school,,White,,Disagree,,DK/REF,Yes,20,,Yes,90,No,,No,Unlikely,No,Yes,DK/REF,DK/REF
,Female,35,35-44,Independent,DK/REF,Graduate degree,,White,,Disagree,,DK/REF,Yes,80,,Yes,,Yes,,No,Likely,Yes,Yes,DK/REF,Donald Trump
,Male,34,25-34,Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,30,,Yes,50,,Yes,60,No,20,No,Unlikely,No,Yes,DK/REF,Darth Vader
,Other,67,65+,Independent,Approve,Other,7th Grade,DK/REF,,Agree,10,,Yes,63,,Yes,16,Yes,92,No,Unlikely,Yes,Yes,Yes,Donald Trump
,Male,57,55-64,Strong Republican,Approve,College degree,,White,,DK/REF,50,,Yes,0,,Yes,50,No,100,No,Unlikely,No,Yes,No,Donald Trump
,Male,73,65+,Independent,DK/REF,College degree,,White,,DK/REF,,DK/REF,Yes,20,,Yes,100,No,50,No,Unlikely,No,No,DK/REF,Donald Trump
,Male,26,25-34,Independent,Disapprove,College degree,,Latino,,Disagree,40,,Yes,50,,Yes,30,No,60,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Male,70,65+,Not Strong Democrat,Disapprove,High school,,Black,,Disagree,70,,Yes,95,,No,50,No,75,No,Likely,Yes,No,DK/REF,Darth Vader
,Male,55,55-64,Not Strong Democrat,Disapprove,College degree,,Asian,,Disagree,40,,Yes,100,,Yes,40,No,40,Yes,Unlikely,No,Yes,No,Darth Vader
,Female,43,35-44,Not Strong Democrat,Disapprove,High school,,Black,,Disagree,50,,No,15,,Yes,5,Yes,10,No,Likely,No,No,No,DK/REF
,Male,68,65+,Independent,Disapprove,High school,,White,,Disagree,50,,Yes,100,,Yes,50,No,30,Yes,Unlikely,Yes,No,No,Darth Vader
,Male,54,45-54,Strong Democrat,Disapprove,Some college,,Black,,Disagree,80,,Yes,75,,Yes,30,No,80,No,Likely,No,No,No,Darth Vader
,Female,21,18-24,Strong Democrat,Disapprove,Some college,,White,,Disagree,40,,No,60,,Yes,30,No,40,Yes,Unlikely,No,Yes,No,Donald Trump
,Male,55,55-64,Independent,Approve,Graduate degree,,White,,Disagree,10,,Yes,50,,Yes,90,No,90,No,Unlikely,No,Yes,Yes,Donald Trump
,Male,18,18-24,Not Strong Democrat,DK/REF,High school,,White,,DK/REF,67,,Yes,83,,Yes,100,No,90,No,Likely,No,Yes,Yes,Donald Trump
,Male,69,65+,Strong Democrat,Disapprove,High school,,Black,,Disagree,10,,Yes,95,,Yes,50,No,100,No,Unlikely,Yes,Yes,No,Darth Vader
,Male,39,35-44,Not Strong Republican,Approve,Graduate degree,,White,,Disagree,,DK/REF,Yes,95,,Yes,85,No,,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,55,55-64,Independent,Approve,Graduate degree,,White,,Disagree,,DK/REF,Yes,99,,No,60,No,40,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Male,61,55-64,Not Strong Republican,Approve,Some college,,White,,Disagree,25,,Yes,75,,Yes,50,No,50,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,24,18-24,Strong Republican,Approve,Graduate degree,,White,,Disagree,5,,Yes,98,,Yes,70,No,50,No,Unlikely,No,Yes,No,Donald Trump
,Male,24,18-24,Independent,Disapprove,Graduate degree,,White,,Disagree,1,,Yes,99,,Yes,80,No,30,No,Unlikely,Yes,Yes,Yes,Donald Trump
,Male,22,18-24,Strong Republican,Approve,Some college,,White,,DK/REF,,DK/REF,Yes,5,,Yes,75,No,100,No,Likely,Yes,Yes,Yes,Donald Trump
,Female,56,55-64,Strong Democrat,Disapprove,College degree,,Asian,,Disagree,20,,Yes,100,,Yes,50,No,0,No,Unlikely,No,Yes,DK/REF,DK/REF
,Female,30,25-34,Independent,Disapprove,College degree,,White,,Disagree,75,,Yes,80,,Yes,50,No,75,No,Unlikely,Yes,Yes,No,Darth Vader
,Male,46,45-54,Strong Republican,Approve,High school,,White,,Agree,50,,Yes,5,,No,35,No,80,No,Likely,No,Yes,Yes,Donald Trump
,Female,73,65+,Strong Republican,Approve,Graduate degree,,White,,Disagree,5,,Yes,50,,Yes,95,No,10,No,Unlikely,No,Yes,No,Donald Trump
,Female,31,25-34,Independent,Disapprove,Graduate degree,,White,,Disagree,7,,Yes,90,,Yes,40,No,10,No,Unlikely,No,No,DK/REF,DK/REF
,Male,28,25-34,Not Strong Democrat,Disapprove,College degree,,White,,Disagree,10,,Yes,90,,Yes,50,No,5,Yes,Unlikely,Yes,Yes,Yes,Donald Trump
,Female,51,45-54,DK/REF,Disapprove,High school,,Black,,Disagree,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Unlikely,No,No,DK/REF,DK/REF
,Female,60,55-64,Not Strong Republican,Disapprove,College degree,,Other,South Pacific,Disagree,,DK/REF,Yes,,DK/REF,Yes,75,No,,No,Likely,No,Yes,No,Darth Vader
,Male,25,25-34,Independent,Disapprove,Some college,,Latino,,DK/REF,10,,Yes,100,,Yes,1,No,1,Yes,Unlikely,No,No,No,DK/REF
,Female,55,55-64,Independent,Disapprove,College degree,,White,,Disagree,5,,Yes,85,,Yes,25,No,25,No,Unlikely,No,No,No,Donald Trump
,Female,42,35-44,Independent,Disapprove,College degree,,White,,Disagree,60,,Yes,80,,Yes,40,No,40,Yes,Likely,No,Yes,Yes,Darth Vader
,Male,57,55-64,Not Strong Democrat,Disapprove,Some college,,White,,Disagree,100,,Yes,100,,Yes,30,No,30,No,Likely,No,No,No,DK/REF
,Female,61,55-64,Independent,Disapprove,Some college,,White,,Disagree,2,,Yes,98,,Yes,80,No,1,No,Likely,Yes,Yes,No,Darth Vader
,Female,51,45-54,Not Strong Democrat,DK/REF,Graduate degree,,White,,Disagree,25,,Yes,75,,Yes,25,No,75,No,Unlikely,No,No,DK/REF,DK/REF
,Male,47,45-54,DK/REF,Disapprove,High school,,White,,Disagree,,DK/REF,Yes,70,,Yes,30,No,90,No,Likely,Yes,Yes,No,Donald Trump
,Male,69,65+,Independent,DK/REF,Other,Middle School,DK/REF,,DK/REF,0,,Yes,100,,No,0,No,50,Yes,Unlikely,Yes,Yes,No,Donald Trump
,Male,42,35-44,Independent,Approve,College degree,,Latino,,Disagree,5,,Yes,50,,Yes,65,No,75,Yes,Unlikely,Yes,Yes,No,Donald Trump
,Female,49,45-54,Independent,DK/REF,Graduate degree,,White,,Disagree,5,,Yes,25,,No,20,No,10,No,Unlikely,Yes,No,No,DK/REF
,Other,27,25-34,Independent,Disapprove,Some college,,White,,Disagree,25,,Yes,5,,Yes,35,No,20,Yes,Unlikely,Yes,Yes,Yes,Darth Vader
,Female,73,65+,Independent,Disapprove,Graduate degree,,White,,Disagree,10,,Yes,90,,Yes,80,No,,Yes,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,70,65+,Strong Republican,Approve,College degree,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,70,No,,No,DK/REF,Yes,Yes,No,DK/REF
,Male,19,18-24,Independent,DK/REF,High school,,Black,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,DK/REF,,No,DK/REF,No,No,DK/REF,DK/REF
,Male,63,55-64,Strong Republican,Approve,High school,,White,,Disagree,,DK/REF,Yes,40,,Yes,60,No,20,No,Unlikely,Yes,No,No,Donald Trump
,Male,29,25-34,Not Strong Republican,DK/REF,Some college,,White,,DK/REF,,DK/REF,Yes,100,,Yes,80,No,30,No,Unlikely,Yes,No,DK/REF,Donald Trump
,Male,67,65+,DK/REF,Disapprove,College degree,,Black,,Disagree,75,,Yes,75,,Yes,50,Yes,20,No,Unlikely,No,No,No,DK/REF
,Male,38,35-44,DK/REF,Approve,Other,Trade School,White,,DK/REF,2,,Yes,0,,Yes,75,No,50,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Male,41,35-44,Independent,Disapprove,College degree,,White,,Disagree,,DK/REF,Yes,100,,Yes,100,No,50,No,Likely,Yes,Yes,No,Donald Trump
,Male,46,45-54,Independent,Disapprove,Some college,,White,,Disagree,25,,Yes,95,,Yes,10,No,25,Yes,Unlikely,No,Yes,No,Darth Vader
,Female,73,65+,Strong Republican,Approve,Graduate degree,,White,,Disagree,1,,Yes,5,,Yes,100,No,75,No,Unlikely,Yes,No,No,Donald Trump
,Female,31,25-34,Strong Republican,Approve,Other,Technical college,White,,DK/REF,90,,Yes,80,,Yes,70,No,90,No,Likely,Yes,Yes,No,Donald Trump
,Male,26,25-34,Strong Republican,Approve,College degree,,White,,Agree,85,,Yes,20,,Yes,50,No,20,No,Likely,Yes,No,No,Donald Trump
,Male,46,45-54,Independent,Disapprove,Some college,,White,,Disagree,40,,Yes,90,,Yes,20,No,30,No,Unlikely,No,No,No,DK/REF
,Female,50,45-54,Independent,Disapprove,Other,7th Grade,DK/REF,,Agree,50,,Yes,100,,Yes,100,No,50,Yes,Unlikely,No,No,Yes,Darth Vader
,Female,51,45-54,Strong Republican,Approve,Some college,,White,,DK/REF,50,,Yes,100,,Yes,100,No,50,No,Unlikely,Yes,Yes,Yes,Donald Trump
,Male,32,25-34,Independent,Approve,High school,,Latino,,Agree,85,,Yes,95,,Yes,50,No,80,Yes,Unlikely,Yes,No,No,Donald Trump
,Female,54,45-54,Independent,Disapprove,Graduate degree,,White,,Disagree,30,,Yes,95,,Yes,80,No,50,No,Unlikely,No,Yes,DK/REF,DK/REF
,Female,66,65+,Strong Democrat,Disapprove,Graduate degree,,White,,DK/REF,,DK/REF,Yes,100,,Yes,60,No,,No,DK/REF,No,No,No,Darth Vader
,Female,81,65+,Independent,Approve,College degree,,White,,Disagree,,DK/REF,Yes,100,,Yes,,Yes,0,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,74,65+,Independent,Approve,College degree,,White,,Disagree,2,,Yes,0,,Yes,0,No,0,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,99,65+,Independent,DK/REF,High school,,Black,,DK/REF,,DK/REF,Yes,80,,Yes,,DK/REF,,DK/REF,DK/REF,No,No,DK/REF,DK/REF
,Male,41,35-44,Not Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,20,,Yes,85,,Yes,65,No,15,No,Unlikely,No,No,No,Donald Trump
,Male,48,45-54,Independent,Approve,Graduate degree,,White,,Disagree,50,,Yes,75,,Yes,80,Yes,60,No,Likely,Yes,No,No,Donald Trump
,Male,23,18-24,Strong Democrat,Disapprove,Graduate degree,,Latino,,Disagree,65,,Yes,70,,Yes,45,Yes,65,Yes,Likely,Yes,No,No,Darth Vader
,Female,37,35-44,Strong Democrat,Disapprove,College degree,,Other,Native American,Disagree,70,,No,50,,Yes,60,No,20,Yes,Unlikely,Yes,Yes,No,Donald Trump
,Male,60,55-64,Strong Republican,Approve,Graduate degree,,Other,Native American,DK/REF,,DK/REF,Yes,5,,Yes,90,No,100,No,Likely,No,No,No,Donald Trump
,Male,82,65+,Strong Democrat,Disapprove,Graduate degree,,White,,DK/REF,70,,Yes,85,,Yes,50,No,50,No,Unlikely,No,No,No,Darth Vader
,Female,36,35-44,Strong Democrat,Disapprove,College degree,,DK/REF,,Disagree,50,,Yes,100,,Yes,50,No,55,No,DK/REF,No,Yes,Yes,Darth Vader
,Male,37,35-44,Strong Democrat,Disapprove,Some college,,Latino,,Disagree,15,,Yes,75,,Yes,100,No,50,No,Unlikely,No,No,Yes,Darth Vader
,Female,60,55-64,Independent,Approve,Some college,,White,,Agree,50,,Yes,75,,Yes,50,No,10,No,Unlikely,No,Yes,Yes,Donald Trump
,Female,27,25-34,Not Strong Democrat,Disapprove,High school,,Latino,,Disagree,70,,Yes,85,,Yes,40,Yes,80,Yes,Likely,No,No,No,Darth Vader
,Male,43,35-44,Independent,Approve,Some college,,White,,Disagree,0,,Yes,2,,Yes,,No,80,No,Likely,Yes,Yes,Yes,Darth Vader
,Female,47,45-54,Independent,DK/REF,Some college,,Latino,,DK/REF,50,,Yes,75,,Yes,60,No,60,No,Likely,No,No,DK/REF,Donald Trump
,Female,26,25-34,Strong Republican,Approve,College degree,,White,,Disagree,5,,Yes,100,,Yes,65,No,50,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Female,18,18-24,Not Strong Democrat,Disapprove,Some college,,White,,Disagree,30,,Yes,50,,Yes,50,No,35,No,Likely,No,No,No,Donald Trump
,Female,31,25-34,Strong Democrat,Approve,College degree,,White,,Agree,60,,Yes,100,,Yes,90,No,20,No,Likely,Yes,Yes,Yes,Donald Trump
,Male,29,25-34,Independent,DK/REF,Some college,,White,,DK/REF,40,,Yes,60,,Yes,80,No,50,Yes,Unlikely,No,Yes,Yes,Donald Trump
,Male,40,35-44,Independent,Disapprove,College degree,,White,,Disagree,20,,Yes,80,,Yes,50,No,50,No,Unlikely,Yes,Yes,Yes,Donald Trump
,Male,33,25-34,Independent,Disapprove,Graduate degree,,White,,Disagree,30,,Yes,90,,Yes,15,No,0,No,Unlikely,No,Yes,No,Darth Vader
,Male,28,25-34,Independent,DK/REF,Some college,,Black,,Disagree,50,,Yes,100,,Yes,80,No,2,No,Unlikely,No,No,DK/REF,Donald Trump
,Male,52,45-54,Strong Democrat,Disapprove,High school,,Black,,Disagree,,DK/REF,Yes,50,,Yes,20,No,30,No,Likely,Yes,Yes,Yes,Darth Vader
,Male,53,45-54,Strong Republican,Approve,Graduate degree,,DK/REF,,DK/REF,98,,Yes,10,,No,50,No,90,No,Likely,No,No,No,Donald Trump
,Female,57,55-64,Strong Republican,Disapprove,High school,,Black,,Disagree,,DK/REF,Yes,,DK/REF,Yes,,Yes,,No,Likely,No,No,DK/REF,Darth Vader
,Female,60,55-64,Strong Republican,Approve,College degree,,White,,Disagree,50,,Yes,90,,Yes,80,No,50,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Male,26,25-34,Independent,DK/REF,Graduate degree,,Asian,,Agree,,DK/REF,Yes,,DK/REF,No,,No,,No,Unlikely,No,No,Yes,Donald Trump
,DK/REF,38,35-44,DK/REF,Disapprove,Some college,,DK/REF,,Disagree,,DK/REF,DK/REF,,DK/REF,Yes,,Yes,,Yes,DK/REF,Yes,Yes,DK/REF,Darth Vader
,Male,59,55-64,Strong Democrat,Approve,College degree,,Latino,,DK/REF,80,,Yes,95,,Yes,50,No,95,No,Unlikely,Yes,No,Yes,Donald Trump
,Female,63,55-64,Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,25,,Yes,100,,Yes,25,No,5,No,Unlikely,No,Yes,No,Darth Vader
